label,sentence
1, the voice quality is very good  and it gets great reception ( that is  in places where you get t-mobile coverage  which is not that good ; see below ) . 
1, the free ( i didnt know they still did that ) carrying case is really protective  and to me its the only accessory you need ( except good headphones ) . 
0, cons - difficult to open to change bag-twice my bags caught on a sharp edge inside and snagged as i was pulling out-leaving dirty diapers all over the floor .
1, i 've tried the free versions of zone alarm and the free version of sygate and they both have a nice and easy installation and work great ! .
0, when i went to put in the new sd card i looked at the lcd screen -- cracked-- and the fluid gave a jackson pollock type appearance to the screen  black and blue and purple blotches and streaks --useless .
1, this is a benefit for many reasons ; one being just for appearance  your pants wo n't be bulging with this phone in your pocket . 
1, best camera ever . from the image quality  color  function  i can say almost everything . 
1, i quickly got to use to the interface and can find any song / playlist etc fast enough . 
0, 3 . mediasource is an application with serious user interface flaws . 
0, the only main drawback is the fact that the voice-dialing system is kinda picky .
1, t simply the best player on the market for a really low price  so why look anywhere else ?
1, it is slow to initially start up  but once it 's turned on  i 've never had any complaints about the speed .
0, if you want to rename a cd title that you have already transferred  you will become frustrated quite quickly . 
0, a bit dissapoitnd on that !
0, on the downside  i think the interface takes some getting used to and the zen software !
0, this is not an enterprise piece of hardware that you will find in an office or corporate environment .
0, only 1 problem  no accessories ... yet . 
1, compatability with other devices is excellent too ; i 've only found one 11b device that won 't work with its mixed mode ( and it won 't work with * anyone 's * mixed mode ) .
1, it 's easier and much more convenient to use because it doesn 't have clumsy and confusing ( not to mention expensive ) refills .
1, the new router came with an updated setup utility that makes getting the router installed a fairly straight forward process .
1, but  if you 're looking for my opinion of the apex dvd player  i love it ! 
0, other things that i miss are voice-activated dialing and a standard 2.5 mm headset jack . 
1, the phones are awesome . 
1, the player looks great  feels great  and sounds great .
1, the fm tuner is just a little spare icing on the cake .
1, if you 're looking for a small  compact  super resolution digital camera  you can end your search with the nikon 4300 ! 
0, i have not even used my new dvd player and already i am disapointed ! 
1, the startup time  quality of pictures and videos is outstanding .
1, 1 . the diaper champ doesn 't require special refills that are expensive and hard to find !
0, also as someone who at least knows a little bit about the technical work of taking a photo i really miss having manual controls .
0, for purposes of clarity  here is my review from that product  edited to be appropriate for this product  since  for the most part  they share many of the same problems .
1, the sd500 software install was seamless and the product documentation is very detailed .
0, screen review could be better .
1, it came with a good fence that is simple yet precise and thats well made and won 't break .
1, the battery is alot better than most of the phones out there . 
0, this doesn 't affect standard mp3 files - just subscription wma files .
1, many of these programs are shareware  some can be purchased by paying a little bit of bucks .
0, multiple users on one machine never seemed to behave like you 'd expect .
0, problems with the sound quality were evident right away  but even i couldn 't imagine they 'd be that bad .
1, for the price and features it is really good . 
1, you can record your voice and turn it into a ringtone .
1, whichever it may be  i 'm happy i 've made this purchase .
1, there is also a small covering for the lens  so you need not worry that the lens will get scratched .
0, the battery life can 't be very long ; let 's not be greedy .
1, many have complained about the software included but in my opinion it 's easy to use and effective . 
1, as far as user interface is concerned  the best and easiest to use seems to be the one that comes with the player  ' creative mediasource organizer ' .
1, i actually purchased two phones recently ( this one at the new blackberry phone )  and this one is far superior ( imho ) .
1, the songs recorded with fm are as good as the original signal .
1, pros : huge storage capacity for the price  easy to navigate  can modify existing playlists on the fly  has a removable battery 
1, great quality picture and features . 
1, 5- excelent software package .
1, when i opened the box  i was shocked by the size of this thing ... it 's tiny !
1, it fits in your pocket .
0, the machine itself seems fine  but the software that came with it is awful .
1, simple and it works !
1, it has a handsfree loudspeaker  conference and transfer !
1, extremely convenient . 
0, only con i can think of is no camera ... . 
1, 2 . it can be operated with one hand - leaving a hand on your baby on the changing table .
0, as for the zen micro : \ cons : i read that every button is touch sensitive  and thats very annoying when all the main buttons are on the front .
0, all the camera 's functionality is only available ( or selectable ) when the screen is functional .
1, the picture quality surprised me  when i first saw this camera i saw how small it was an instantly assumed that the picture quality would not be good--but i was wrong !
1, anyway  this player is a great deal and i really love it . 
1, the clarity is unbelievable  which means you can cram almost the full 25 !
1, it 's low profile  space saving design looks nice . 
1, 3 ) the joystick design they are using on the new nokias gives you a great degree of control .
0, no matter how accustomed to the phone you become  too much time is required to get to  open and close applications .
1, we are overall pleased with product . 
1, i like some local stations  stern  and npr  and so the radio seemed like a great option .
1, navigation is easy and i found that syncing files from the player to the computer ( and vice versa ) was easy too . 
0, some dvd 's i rented would not play . 
1, remember  this phone uses an operating system - symbian ... and it 's feature-rich w / 65k colors .
0, i forgot  the case does n't fit . 
1, first  the battery is replacable by the user  because creative intended it to be - unlike apple with the ipod . 
0, one caveat i have is that i understand the ipod does not save the photos in such a way that the quality of the image is preserved .
1, strong points : - design : small  comfortable  curved  and stylish .
0, as a portable player  it should feel a bit more durable . 
1, whether you 're taking a brisk jog  waiting for a bus or just having lunch at the park  you 'll be glad you had the fm radio . 
0, the lens is visible in the viewfinder when the lens is set to the wide angle  but since i use the lcd most of the time  this is not really much of a bother to me . 
1, it works great  i am usually at the full 54 mbps  although every now and then that drops to around 36 mbps only because i am 2 floors below where the router is .
1, the menus and features are easy to manipulate and access  and it takes silent movies . 
0, unfortunately  creative offered scant few pages of instruction  which meant that i was on own from the outset .
1, a nikon will make you happier and leave you lots of good memories  as always . 
0, the flaw is inside the zen .
1, i treat the battery well and it has lasted . 
0, it also does n't have voice activated dialing . big minus ! ! 
0, i tried called apex cust service  no help . 
1, the speed control is well designed and it works perfectly .
0, cons breaks easily .
1, the diaper champ is so simple that my toddler loves to put his own diapers in the diaper champ and flip over the handle .
1, i love the slim design ; the weight would only be an issue if it were bulky .
1, i bought this phone for my trip to south africa and it worked almost perfectly . 
0, the little jog dial seems weak and quirky and i hope i do n't figure out a way to break it . 
1, navigating through the menus is super easy  especially if you have owned a previous model nokia phone . 
1, i am getting better speeds on all my web programs .
0, * protective case completely useless as is since it obscures display window . 
0, the 2nd dvd player had a faulty power supply which caused to occasionally not turn on . 
1, it 's light weight enough to take with you everywhere  but powerful enough to get outstanding pix . 
1, get great themes and wallpapers for this phone and many many polyphonic rings .
1, picture quality 's great for still and video with sound .
1, i 'm staying with sprint  and though i fear that their csr is n't nearly as good as t-mobile 's  the clarity of their reception is exceptional . 
0, 2 the camera is so small that when you attach some lenses i have the 19mm wide-angle -- wc-e 68  the optical viewfinder is partially obscured . 
0, after hooking the thing up  i found that it would only played less than 50 % of the dvds i put in it . 
1, this camera is closest to perfect than any other digicam that is 4-5 megapixel . 
1, i almost always get a good strong signal  even in fairly remote areas here in the southwest .
0, if there was a zero-star rating i would give it .
1, sound - excellent polyphonic ringing tones are very nice ( check cons ) it also doubles as a radio  which is a nice feature when you are bored . 
1, and it is extremely well-priced for what you 're getting .
1, pick your favorite color and buy it .
1, the interface  while a bit confusing at first  is very easy to navigate after about 15 minutes .
1, this is my first digital camera  and i am very pleased with it . 
0, and supply those stupid white headphones .
0, when you consider expandability ( downloads via computer )  the numerous features  two transmission programs and multiple storage devices  dependability - this is a phone that isn 't easy to out-grow .
1, after getting used to the m12 all the rest seemed lacking .
1, a very well made product that has worked very well for me over the years .
1, i have set up it 's pda features with avantgo.com where you can download info from sites like weather  mapquest maps / directions into it  which is great .
0, you can " disable " some of the individual components  but don 't be fooled--they 're still there and running .
1, everything i wanted ! the apple ipod has become one of the most sought-after electronic gadgets - and for good reason .
0, the screen may be a little smaller  but it is very readable and does n't come in the overused blue . 
1, otherwise  it takes very good pictures ; shutter delay is n't so bad either . 
1, - outstanding signal reception 
0, it sends discoutinous signals to tv  so the tv has the pictures for one moment and has only the white noise for the other moment . 
0, i 've since replaced it with a pair of black sennheisers ... not only are the packaged earbuds pretty uncomfortable  but are too similar to ipod 's and can target ipod theives here in nyc .
1, all in all this a great player that blows the i-pod away  with easy to use and understand features  software that is simple to understand and use  and a great sound ( which is all that matters in a mp3 player ) . 
0, unfortunately  after loading 280 + songs  all i get now is " player either not connected or busy . " 
0, i found that low light situations combined with any sort of action left this camera in the dust . 
1, my sd500 focuses flawlessly  does not " whine " during video  and my pictures are razor sharp .
1, i like the auto fit feature = you can stretch widescreen dvd 's to normal . 
1, i find it pretty easy to use ... and unlike the remote interface for the audigy 2 nx ( on the pc ) .. . 
1, i love that you don 't have to purchase expensive refills .
1, i really love this phone ...
0, sometimes  it needs few minutes to open an application .
1, this player is fantastic in terms of audio quality  ease of use  and features .
0, the number buttons are crammed into a 3x4cm area  the fonts are small  the interface is too convoluted and frustrating  it 's not that customisable as well .
1, i am willing to overlook it 's problems to get superior sound quality and low price  although i feel the player has a lot of room for improvement . 
1, canon 's optics are better and i believe their processing algorithms are also better . 
1, long live apple  long live macs  and long live the ipod !
0, battery life is not long enough if and only if you take a lot of video clips and play it back on the camera a lot of times ... the camera / battery gets a little bit warm too when you use it for a long time but it 's normal .
0, the instant setup button in the front of the router messes up the network it is better to configure the router manually .
1, overall the nikon 4300 is a very dependable  robust  and useful little camera . 
1, its also smaller  and gets more looks .
1, with nikon  although picture qualities are as good as any other 4 mp cameras  i 've had the following headaches ; 
0, the front cover can pop off easily but i always have mine in the case so i did n't notice after first day . 
1, autofocus feels exactly like my film camera while scene and manual mode add a little fun challenge to it all . 
1, luckly  with 3 rebates this product will cost me nothing ! it is indeed worth nothing .
0, apple stil does it better but needs to come out with a 5 gig mini .
1, the software has n't been a hassle for me at all . 
1, also  you can store data on it  which is a plus. for all you people who want to buy an ipod just to say you have an ipod  do n't bother  this is a much better buy . 
1, i have an ipod and it is a great buy .
0, deficiencies with zennx are easily overcome with 3rd-party earphones ( $ 20 + ) and software ( $ 25 ). 
1, just point and shoot and the photos were great . 
1, with the right firmware  drag and drop to and from the player like any other jump drive .
1, i got a 1gb mmc upgrade for this phone and now i can :
1, another great feature for me anyway is the ability to load .wav sounds as ringers .
0, i see many other reviews that say the same .... stay away from norton  they don 't deserve you  or anyone !
1, but if you want a great deal and a great mp3 player  get the nomad . 
1, this is the best dvd player i 've purchased . 
0, do not buy any home version of norton anything .
1, having usb 2.0 makes for very fast transfers . 
1, as for itunes  i don 't find it to be as good as the windows media player as a computer mp3 player  but it is good enough .
1, it 's slightly lighter than the g2 and packed with even more features . 
1, so far  the anti-spam feature seems to be very good .
0, also  the player sometimes freezes  not a very big problem  but can also be annoying . 
1, this player seems to work fine with everything else . 
0, p.s the remote control does seem to get confused at times and doesnt respond but it may be just operator error ? 
1, comes with a installation cd which instructs you step by step to setting up the router .
1, this year  it seems that i choose my timing perfectly  having discovered the awesome device that is the zen micro .
1, i highly recommend this !
0, i hate apex but love amazon  and i tell everyone . 
1, the sound is bright and clear  the ability to store any mp3 's ( and not just apple-approved files ) is great  and i plan to make use of the storage space and sound recording from time to time .
0, when i got it home  i discovered that the menu options for sending messages via either text or email simply were n't there : 
0, it took several days of attempts before things finally " worked " again and i have n't a clue why . 
1, i am happy with the fact that i can use any bag in there and dont ' have to pay out the nose for replacements .
0, 4 ) buttons are quite small and is really a pain exp if one is fond of text messaging .
1, the movie mode is also working great . 
0, seemed like a good deal  but this pos frequently cannot recognize dvds and music cds -- takes a long time loading and then concludes  " no disc " . 
0, sure  it 's a little bigger than the ipod  but not by much . 
0, first of all  i 've never been big on earbuds - they 're just not that comfortable .
1, i imagine if i left my player untouched ( no backlight ) it could play for considerably more than 12 hours at a low volume level .
0, on average  indoor shots with a flash are not quite as good as 35mm . 
0, it worked from 12-26 to 1-9 at which time the picture failed completely ( see other negative reviews-my unit was n't the only one this happened to . ) 
0, also  the lens cap design is flawed . 
1, i bought this camera two days ago  and i 'm very pleased to say that it has been worth the money .
1, the screen is quite big ( between all handphone )  but the just about 65000 color .
